#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_RHDS01000004.1    -         result               -          cm        1       37   343492   343529      +    no    1 0.37   0.0   32.8        24 ?   [Curtobacterium] plantarum strain LMG 16222 LMG16222.00004, whole genome shotgun sequence
NZ_MACZ01000027.1    -         result               -          cm        1       37    61149    61113      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ16 contig_27, whole genome shotgun sequence
NZ_MADA01000023.1    -         result               -          cm        1       37    61157    61121      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ16-2 contig_23, whole genome shotgun sequence
NZ_MADG01000010.1    -         result               -          cm        1       37    61149    61113      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ18 contig_10, whole genome shotgun sequence
NZ_MADB01000016.1    -         result               -          cm        1       37    61158    61122      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ18-2 contig_16, whole genome shotgun sequence
NZ_MADC01000005.1    -         result               -          cm        1       37    61148    61112      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ19 contig_5, whole genome shotgun sequence
NZ_MADD01000014.1    -         result               -          cm        1       37    61131    61095      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ19-2 contig_14, whole genome shotgun sequence
NZ_MADE01000013.1    -         result               -          cm        1       37    61131    61095      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HJ20 contig_13, whole genome shotgun sequence
NZ_CP018143.1        -         result               -          cm        1       37  3261094  3261130      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HRAB-85, complete genome
NZ_LQRQ01000007.1    -         result               -          cm        1       37   723713   723677      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HUMC1 ctg7180000000008, whole genome shotgun sequence
NZ_RRCI01000009.1    -         result               -          cm        1       37    12969    12933      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain HUMV-3743, whole genome shotgun sequence
NZ_MAKR01000337.1    -         result               -          cm        1       37   104737   104773      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain IHIT29106 contig_7, whole genome shotgun sequence
NZ_FPGM01000011.1    -         result               -          cm        1       37    74864    74828      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423446, whole genome shotgun sequence
NZ_FPGO01000011.1    -         result               -          cm        1       37    74843    74807      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423449, whole genome shotgun sequence
NZ_FPGR01000011.1    -         result               -          cm        1       37    74898    74862      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423457, whole genome shotgun sequence
NZ_FPGZ01000013.1    -         result               -          cm        1       37    74854    74818      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423458, whole genome shotgun sequence
NZ_FPGS01000015.1    -         result               -          cm        1       37    74851    74815      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423462, whole genome shotgun sequence
NZ_FPGU01000017.1    -         result               -          cm        1       37    74870    74834      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ILBAbau5423495, whole genome shotgun sequence
NZ_LFHC01000006.1    -         result               -          cm        1       37   145528   145564      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain ISAB51 ISAB51_contig_6, whole genome shotgun sequence
NZ_LAKQ01000013.1    -         result               -          cm        1       37     3396     3360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain J133 J133_contig_13, whole genome shotgun sequence
NZ_LAKR01000029.1    -         result               -          cm        1       37     3396     3360      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain J2770 J2770_contig_29, whole genome shotgun sequence
NZ_LAKO01000027.1    -         result               -          cm        1       37    74743    74707      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain J65 J65_contig_29, whole genome shotgun sequence
NZ_CP020584.1        -         result               -          cm        1       37  2694306  2694342      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain JBA13 chromosome, complete genome
NZ_CP017642.1        -         result               -          cm        1       37   782200   782164      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB01, complete genome
NZ_CP017644.1        -         result               -          cm        1       37   778028   777992      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB02, complete genome
NZ_CP017646.1        -         result               -          cm        1       37   808987   808951      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB03, complete genome
NZ_CP017648.1        -         result               -          cm        1       37  3236348  3236384      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB04, complete genome
NZ_CP017650.1        -         result               -          cm        1       37   788003   787967      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB05, complete genome
NZ_CP017652.1        -         result               -          cm        1       37   780081   780045      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB06, complete genome
NZ_CP017654.1        -         result               -          cm        1       37   774772   774736      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB07, complete genome
NZ_CP017656.1        -         result               -          cm        1       37   776927   776891      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KAB08, complete genome
NZ_CP013924.1        -         result               -          cm        1       37  3320687  3320723      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KBN10P02143, complete genome
NZ_OVCC01000010.1    -         result               -          cm        1       37    53662    53698      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KCRI-28 isolate RDK36_28, whole genome shotgun sequence
NZ_LFHD01000003.1    -         result               -          cm        1       37    74857    74821      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KMDRAB15 KMDRAB15_contig_3, whole genome shotgun sequence
NZ_LFHG01000013.1    -         result               -          cm        1       37    74935    74899      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KSPU8 KSPU8_contig_13, whole genome shotgun sequence
NZ_RXIN01000149.1    -         result               -          cm        1       37      774      810      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KT722 Contig_149, whole genome shotgun sequence
NZ_RXIM01000183.1    -         result               -          cm        1       37      823      859      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KT722res Contig_149, whole genome shotgun sequence
NZ_NEPK01000008.1    -         result               -          cm        1       37   111299   111335      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR39 NODE_8_length_116830_cov_9.38338, whole genome shotgun sequence
NZ_NEPJ01000001.1    -         result               -          cm        1       37   290864   290900      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR40 NODE_1_length_351745_cov_8.39431, whole genome shotgun sequence
NZ_NEPI01000004.1    -         result               -          cm        1       37   111395   111431      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR41 NODE_4_length_172664_cov_9.61646, whole genome shotgun sequence
NZ_NEPH01000008.1    -         result               -          cm        1       37    41190    41154      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR42 NODE_8_length_164850_cov_9.83598, whole genome shotgun sequence
NZ_NEPG01000007.1    -         result               -          cm        1       37    60923    60887      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR44 NODE_7_length_184543_cov_8.6835, whole genome shotgun sequence
NZ_NEPF01000008.1    -         result               -          cm        1       37   145635   145671      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR50 NODE_8_length_150779_cov_7.45025, whole genome shotgun sequence
NZ_NEPE01000005.1    -         result               -          cm        1       37     5460     5424      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR51 NODE_5_length_162086_cov_8.37729, whole genome shotgun sequence
NZ_NEPD01000007.1    -         result               -          cm        1       37   123098   123134      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR53 NODE_7_length_128538_cov_4.55742, whole genome shotgun sequence
NZ_NEPC01000012.1    -         result               -          cm        1       37     4545     4509      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR56 NODE_12_length_115581_cov_8.21625, whole genome shotgun sequence
NZ_NEPB01000078.1    -         result               -          cm        1       37     1566     1602      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR57 NODE_78_length_6648_cov_2.99601, whole genome shotgun sequence
NZ_NEPA01000002.1    -         result               -          cm        1       37   123585   123621      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR60 NODE_2_length_198485_cov_7.23972, whole genome shotgun sequence
NZ_NEOZ01000006.1    -         result               -          cm        1       37   133815   133851      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR61 NODE_6_length_134440_cov_5.5766, whole genome shotgun sequence
NZ_NEOY01000001.1    -         result               -          cm        1       37   111035   111071      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR62 NODE_1_length_171813_cov_7.30931, whole genome shotgun sequence
NZ_NEOX01000011.1    -         result               -          cm        1       37    90801    90837      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR63 NODE_11_length_131990_cov_8.20319, whole genome shotgun sequence
NZ_NEOW01000005.1    -         result               -          cm        1       37   123456   123492      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR64 NODE_5_length_184229_cov_8.32832, whole genome shotgun sequence
NZ_NEOV01000004.1    -         result               -          cm        1       37    60863    60827      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR65 NODE_4_length_206133_cov_7.60425, whole genome shotgun sequence
NZ_NEOU01000002.1    -         result               -          cm        1       37    60798    60762      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUFAR67 NODE_2_length_206184_cov_9.34931, whole genome shotgun sequence
NZ_NEQD01000020.1    -         result               -          cm        1       37    41317    41281      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUSSH01 NODE_20_length_46561_cov_9.16867, whole genome shotgun sequence
NZ_NEQC01000007.1    -         result               -          cm        1       37    22108    22072      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUSSH02 NODE_7_length_133142_cov_5.69841, whole genome shotgun sequence
NZ_NEQA01000004.1    -         result               -          cm        1       37   164296   164332      +    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUSSH09 NODE_4_length_187622_cov_7.51551, whole genome shotgun sequence
NZ_NEPZ01000001.1    -         result               -          cm        1       37    41181    41145      -    no    1 0.43   0.0   27.8   5.3e+02 ?   Acinetobacter baumannii strain KUSSH10 NODE_1_length_409753_cov_9.64752, whole genome shotgun sequence
