#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_NRNN01000027.1    -         result               -          cm        1       36       17       52      +    no    1 0.39   0.0   55.7     1e-06 !   Cronobacter dublinensis strain cro3540W contig27, whole genome shotgun sequence
NZ_NSZI01000017.1    -         result               -          cm        1       36    39571    39606      +    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain AUS465 IPC227_17.1, whole genome shotgun sequence
NZ_NQZU01000028.1    -         result               -          cm        1       36    30274    30239      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain P27b NODE_28_length_80411_cov_20.23, whole genome shotgun sequence
NZ_NQZT01000029.1    -         result               -          cm        1       36    30274    30239      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain P28a NODE_29_length_80411_cov_19.9288, whole genome shotgun sequence
NZ_NQZS01000027.1    -         result               -          cm        1       36    30274    30239      -    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain P28b NODE_27_length_80411_cov_24.756, whole genome shotgun sequence
NZ_NSSR01000018.1    -         result               -          cm        1       36    29625    29660      +    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain PhDW6 IPC880_18.1, whole genome shotgun sequence
NZ_LLUU01000055.1    -         result               -          cm        1       36    29589    29624      +    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain WH-SGI-V-07300 WH_SGI_V_07300_37, whole genome shotgun sequence
NZ_LLPH01000020.1    -         result               -          cm        1       36    29521    29556      +    no    1 0.44   0.0   26.8   2.7e+02 ?   Pseudomonas aeruginosa strain WH-SGI-V-07420 WH-SGI-V-07420_contig27, whole genome shotgun sequence
NZ_MRCA01000001.1    -         result               -          cm        1       36   704373   704408      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella major NIES-592 NIES-592_Scaffold_1, whole genome shotgun sequence
NZ_AP017305.1        -         result               -          cm        1       36  4528280  4528245      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella sp. NIES-3754 DNA, complete genome
NZ_NGAA01000090.1    -         result               -          cm        1       36   199507   199542      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis 111/344/542 NODE_48944_length_313471_cov_169.324173, whole genome shotgun sequence
NZ_NMQG01000299.1    -         result               -          cm        1       36    33821    33786      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis BR2B NODE_505_length_36224_cov_56.117188, whole genome shotgun sequence
NZ_NMQH01000038.1    -         result               -          cm        1       36    11939    11974      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis CCMEE 5208 NODE_42_length_28724_cov_29.756754, whole genome shotgun sequence
NZ_NMQB01000219.1    -         result               -          cm        1       36    32213    32178      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis CCMEE 5273 NODE_357_length_44104_cov_26.536005, whole genome shotgun sequence
NZ_NMQC01000058.1    -         result               -          cm        1       36    24378    24343      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis CCMEE 5282 contig_58, whole genome shotgun sequence
NZ_NMQI01000445.1    -         result               -          cm        1       36     2053     2018      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis CCMEE 5330 NODE_1262_length_12828_cov_19.806206, whole genome shotgun sequence
NZ_AJLL01000035.1    -         result               -          cm        1       36    37783    37818      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis PCC 7521 contig00035, whole genome shotgun sequence
NZ_AGIZ01000004.1    -         result               -          cm        1       36   401431   401396      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis strain JSC-11 ctg115, whole genome shotgun sequence
NZ_NGZS01000121.1    -         result               -          cm        1       36   249234   249269      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC1110 NODE_293_length_270470_cov_37.788891, whole genome shotgun sequence
NZ_NGZU01000032.1    -         result               -          cm        1       36    81193    81228      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC114 NODE_38_length_161696_cov_42.416336, whole genome shotgun sequence
NZ_NGZT01000018.1    -         result               -          cm        1       36    44542    44507      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC119 NODE_22_length_172042_cov_28.668785, whole genome shotgun sequence
NZ_NGZV01000036.1    -         result               -          cm        1       36    94688    94723      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC157 NODE_61_length_175184_cov_51.484718, whole genome shotgun sequence
NZ_NHAK01000173.1    -         result               -          cm        1       36    81066    81031      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC213 NODE_1090_length_83793_cov_25.416611, whole genome shotgun sequence
NZ_NHAI01000085.1    -         result               -          cm        1       36    31424    31389      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC245 NODE_296_length_112413_cov_81.622971, whole genome shotgun sequence
NZ_NHAH01000093.1    -         result               -          cm        1       36   454916   454951      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC246 NODE_256_length_499521_cov_24.549774, whole genome shotgun sequence
NZ_NHAG01000117.1    -         result               -          cm        1       36    44869    44834      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC249 NODE_515_length_125906_cov_24.622297, whole genome shotgun sequence
NZ_NGZW01000105.1    -         result               -          cm        1       36    80219    80254      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC341 NODE_129_length_181626_cov_29.782267, whole genome shotgun sequence
NZ_NHAF01000084.1    -         result               -          cm        1       36    59415    59450      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC344 NODE_149_length_80645_cov_40.519264, whole genome shotgun sequence
NZ_NHAE01000106.1    -         result               -          cm        1       36     2768     2803      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC439 NODE_168_length_13931_cov_45.918598, whole genome shotgun sequence
NZ_NHAD01000101.1    -         result               -          cm        1       36   209132   209097      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC441 NODE_566_length_508181_cov_18.214323, whole genome shotgun sequence
NZ_NHAC01000103.1    -         result               -          cm        1       36     2768     2803      +    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC442 NODE_182_length_81866_cov_43.641731, whole genome shotgun sequence
NZ_NHAB01000027.1    -         result               -          cm        1       36    90659    90624      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC527 NODE_31_length_218344_cov_23.520632, whole genome shotgun sequence
NZ_NHAA01000105.1    -         result               -          cm        1       36   104283   104248      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC538 NODE_185_length_327442_cov_31.537233, whole genome shotgun sequence
NZ_NGZZ01000239.1    -         result               -          cm        1       36    46377    46342      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC542 NODE_824_length_49100_cov_27.851568, whole genome shotgun sequence
NZ_NGZY01000205.1    -         result               -          cm        1       36    11155    11120      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC558 NODE_2568_length_13882_cov_92.542862, whole genome shotgun sequence
NZ_NGZX01000286.1    -         result               -          cm        1       36    44982    44947      -    no    1 0.31   0.0   26.8   2.7e+02 ?   Fischerella thermalis WC559 NODE_2822_length_47798_cov_13.313653, whole genome shotgun sequence
NZ_FWZF01000015.1    -         result               -          cm        1       36    52832    52799      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cereus strain 16-00176, whole genome shotgun sequence
NZ_NTQR01000039.1    -         result               -          cm        1       36    20260    20293      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cereus strain AFS025457 AFS025457_96_D3_Contig39_140514, whole genome shotgun sequence
NZ_NTQN01000033.1    -         result               -          cm        1       36    57054    57021      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cereus strain AFS025653 AFS025653_106_D5_Contig33_140523, whole genome shotgun sequence
NZ_NTTC01000145.1    -         result               -          cm        1       36      168      201      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cereus strain AFS028292 AFS028292_106_E5_Contig145_140523, whole genome shotgun sequence
NZ_NUWD01000074.1    -         result               -          cm        1       36    13549    13582      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cereus strain AFS084444 AFS084444_100_G10_Contig32_140514, whole genome shotgun sequence
NZ_CP024122.1        -         result               -          cm        1       36     6885     6852      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_1 plasmid pCh1_67, complete sequence
NZ_CP024110.1        -         result               -          cm        1       36     4410     4443      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_13 plasmid pCh13_79, complete sequence
NZ_CP024108.1        -         result               -          cm        1       36    21027    20994      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_15 plasmid pCh15_83, complete sequence
NZ_CP024118.1        -         result               -          cm        1       36    10428    10461      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_2 plasmid pCh2_83, complete sequence
NZ_CP024106.1        -         result               -          cm        1       36    28962    28995      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_23 plasmid pCh23_67, complete sequence
NZ_CP024103.1        -         result               -          cm        1       36    66464    66497      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_25 plasmid pCh25_67, complete sequence
NZ_CP024115.1        -         result               -          cm        1       36     7992     7959      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_3 plasmid pCh3_83, complete sequence
NZ_CP024100.1        -         result               -          cm        1       36      329      296      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_38 plasmid pCh38_83, complete sequence
NZ_CP024097.1        -         result               -          cm        1       36    25187    25154      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_39 plasmid pCh39_83, complete sequence
NZ_CP024112.1        -         result               -          cm        1       36    21027    20994      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus cytotoxicus strain CH_4 plasmid pCh4_83, complete sequence
NC_010181.1          -         result               -          cm        1       36    47243    47276      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus weihenstephanensis KBAB4 plasmid pBWB402, complete genome
NZ_CP020746.1        -         result               -          cm        1       36    82933    82900      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus mycoides strain Gnyt1 plasmid unnamed3, complete sequence
NZ_FMAK01000065.1    -         result               -          cm        1       36    12916    12883      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus mycoides strain SDA_GO95, whole genome shotgun sequence
NZ_FNUW01000026.1    -         result               -          cm        1       36    60588    60555      -    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus sp. ok061, whole genome shotgun sequence
NZ_NFCS01000156.1    -         result               -          cm        1       36    41451    41484      +    no    1 0.41   0.0   26.7   2.7e+02 ?   Bacillus thuringiensis serovar andalousiensis strain BGSC 4AW1 4AW1_contig000156, whole genome shotgun sequence
